zone,zone_key,tier,signal,available_from,historical_temporal_granularity,real_time_granularity,forecast_source,horizons,forecast_granularity
Turkmenistan,TM,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Turkmenistan,TM,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Turkmenistan,TM,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Turkmenistan,TM,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Turkmenistan,TM,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Turkmenistan,TM,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tunisia,TN,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tunisia,TN,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tunisia,TN,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tunisia,TN,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tunisia,TN,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tunisia,TN,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tunisia,TN,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tonga,TO,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tonga,TO,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tonga,TO,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tonga,TO,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tonga,TO,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tonga,TO,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tonga,TO,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Trinidad and Tobago,TT,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Trinidad and Tobago,TT,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Trinidad and Tobago,TT,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Trinidad and Tobago,TT,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Trinidad and Tobago,TT,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Trinidad and Tobago,TT,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Trinidad and Tobago,TT,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Taiwan,TW,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Taiwan,TW,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Taiwan,TW,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Taiwan,TW,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Taiwan,TW,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Taiwan,TW,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Taiwan,TW,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tanzania,TZ,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tanzania,TZ,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tanzania,TZ,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tanzania,TZ,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tanzania,TZ,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tanzania,TZ,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Tanzania,TZ,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Price Day Ahead,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Renewable Energy,2017-06-23T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Carbon Free Energy,2017-06-23T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Fossil Only Carbon Intensity,2017-06-23T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Carbon Intensity,2017-06-23T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Electricity Flows,2017-06-23T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Total Load,2017-06-23T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Electricity Mix,2017-06-23T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Ukraine,UA,D,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Uganda,UG,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Uganda,UG,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Uganda,UG,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Uganda,UG,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Uganda,UG,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Uganda,UG,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Uganda,UG,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alaska,US-AK,C,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alaska,US-AK,C,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alaska,US-AK,C,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alaska,US-AK,C,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alaska,US-AK,C,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alaska,US-AK,C,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Alaska,US-AK,C,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
CAISO,US-CAL-CISO,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Midcontinent ISO,US-MIDW-MISO,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
ISO New England,US-NE-ISNE,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Pacificorp West,US-NW-PACW,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
New York ISO,US-NY-NYIS,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Electricity Mix,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Arizona Public Service Company,US-SW-AZPS,A,Total Reported Load,2018-01-01T00:00:00.000Z,"5min, 15min, hourly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Electric Reliability Council of Texas,US-TEX-ERCO,A,Renewable Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Electric Reliability Council of Texas,US-TEX-ERCO,A,Carbon Free Energy,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Electric Reliability Council of Texas,US-TEX-ERCO,A,Fossil Only Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Electric Reliability Council of Texas,US-TEX-ERCO,A,Carbon Intensity,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Electric Reliability Council of Texas,US-TEX-ERCO,A,Electricity Flows,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
Electric Reliability Council of Texas,US-TEX-ERCO,A,Total Load,2017-01-01T00:00:00.000Z,"5min, 15min, hourly, daily, monthly, quarterly, yearly","5min, 15min, hourly",Forecasted by Electricity Maps,"24h, 48h, 72h","5min, 15min, hourly"
